country,countryname,party,year_min,year_max,abbrev,name,name_english,candidate_name,change_kind,change_rank,change_year_min,change_year_max,is_alliance,coalition_member_leading,coalition_member_1,coalition_member_2,coalition_member_3,coalition_member_4,coalition_member_5,coalition_member_6,coalition_member_7,coalition_member_8,coalition_member_9,coalition_member_10,coalition_member_11,coalition_member_12,coalition_member_13,coalition_member_14,coalition_member_15,coalition_member_16,coalition_member_17,coalition_member_18,coalition_member_19,successor,successor_2,predecessor,merger_of_1,merger_of_2,merger_of_3,merger_of_4,merger_of_5,merger_of_6,merger_of_7,split_from,joined_by_1,joined_by_2
12,Norway,12221,1961,2017,SV,Sosialistisk Venstreparti,Socialist Left Party,NA,renamed,1,1975,2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Norway,12230,2017,2017,NA,Rødt,Red Party,NA,NA,0,2017,2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Norway,12320,1945,2017,DnA,Det norske Arbeiderparti,Norwegian Labour Party,NA,NA,0,1945,2012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Norway,12320,1945,2017,Ap,Arbeiderpartiet,Labour Party,NA,renamed,1,2013,2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Norway,12410,1973,1973,NA,Det Nye Folkepartiet,New People’s Party,NA,NA,0,1973,1979,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Norway,12410,1973,1973,DLF,Det Liberale Folkeparti,Liberal People’s Party,NA,renamed,1,1980,1973,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Norway,12420,1945,2017,V,Venstre,Liberal Party,NA,NA,0,1945,2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Norway,12520,1945,2017,KrF,Kristelig Folkeparti,Christian People’s Party,NA,NA,0,1945,2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Norway,12620,1945,2017,H,Høyre,Conservative Party,NA,NA,0,1945,2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Norway,12810,1945,2017,NA,Bondepartiet,Farmers’ Party,NA,NA,0,1945,1958,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Norway,12810,1945,2017,Sp,Senterpartiet,Centre Party,NA,renamed,1,1959,2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Norway,12951,1973,2017,ALP,Anders Langes Parti,Anders Lange’s Party,NA,NA,0,1973,1976,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Norway,12951,1973,2017,FrP,Fremskrittspartiet,Progress Party,NA,renamed,1,1977,2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13001,2007,2019,NY,Ny Alliance,New Alliance,NA,NA,0,2007,2010,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13001,2007,2019,NA,Liberal Alliance,Liberal Alliance,NA,renamed,1,2011,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13110,2015,2019,NA,Alternativet,Alternativ,NA,NA,0,2015,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13410,NA,NA
13,Denmark,13210,1968,1984,VS,Venstresocialisterne,Left Socialist Party,NA,NA,0,1968,1984,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13220,1945,1984,DKP,Danmarks Kommunistiske Parti,Danish Communist Party,NA,NA,0,1945,1984,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13221,1987,1987,FK,Fælles Kurs,Common Course,NA,NA,0,1987,1987,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13229,1994,2019,EL,Enhedslisten - De Rød-Grønne,Red-Green Unity List,NA,NA,0,1994,2019,0,NA,13220,13210,SAP Socialistisk Arbejderparti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13220,13210,SAP Socialistisk Arbejderparti,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13230,1960,2019,SF,Socialistisk Folkeparti,Socialist People’s Party,NA,NA,0,1960,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13320,1945,2019,SD,Socialdemokratiet,Social Democratic Party,NA,NA,0,1945,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13330,1973,2005,CD,Centrum-Demokraterne,Centre Democrats,NA,NA,0,1973,2005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13410,1945,2019,RV,Det Radikale Venstre,Danish Social-Liberal Party,NA,NA,0,1945,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13420,1945,2019,V,Venstre,Liberals,NA,NA,0,1945,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13421,1953,1968,DU,De Uafhængige,Independents’ Party,NA,NA,0,1953,1968,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13422,1966,1968,LC,Liberalt Centrum,Liberal Centre,NA,NA,0,1966,1968,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13520,1971,2005,KrF,Kristeligt Folkeparti,Christian People’s Party,NA,NA,0,1971,2002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13520,1971,2005,K,Kristendemokraterne,Christian Democrats,NA,renamed,1,2003,2005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13620,1945,2019,KF,Konservative Folkeparti,Conservative People’s Party,NA,NA,0,1945,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13720,1998,2019,DF,Dansk Folkeparti,Danish People’s Party,NA,NA,0,1998,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13730,2019,2019,NA,Nye Borgerlige,The New Right,NA,NA,0,2019,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13951,1973,1998,FP,Fremskridtspartiet,Progress Party,NA,NA,0,1973,1998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13952,1945,1984,RF,Retsforbund,Justice Party,NA,NA,0,1945,1984,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Denmark,13953,1945,1945,DS,Dansk Samling,Danish Union,NA,NA,0,1945,1945,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14110,1983,2019,VL,Vihreä Liitto,Green Union,NA,NA,0,1983,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14221,1945,1987,SKDL,Suomen Kansan Demokraattinen Liitto,Finnish People’s Democratic Union,NA,NA,0,1945,1987,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14222,1987,1987,Deva,Demokraattinen Vaihtoehto,Democratic Alternative,NA,NA,0,1987,1987,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14221,NA,NA
14,Finland,14223,1991,2019,VAS,Vasemmistoliitto,Left Wing Alliance,NA,NA,0,1991,2019,0,NA,14221,SKP Suomen Kommunistinen Puolue (Communist Party of Finland),14222,SNDL Suomen naisten demokraatinen liitto (Finnish Women's Democratic League),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14221,SKP Suomen Kommunistinen Puolue (Communist Party of Finland),14222,SNDL Suomen naisten demokraatinen liitto (Finnish Women's Democratic League),NA,NA,NA,NA,NA,NA
14,Finland,14310,1958,1966,TPSL,Tyäväen ja Pienviljelijäin Sosialdemokraattinen Liitto,Social Democratic League of Workers and Smallholders,NA,NA,0,1958,1966,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14320,1945,2019,SSDP,Suomen Sosialidemokraattinen Puolue,Finnish Social Democrats,NA,NA,0,1945,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14420,1945,1991,KE,Kansallinen Edistyspuolue,National Progressive Party,NA,NA,0,1945,1950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14420,1945,1991,SK,Suomen Kansanpuolue,Finnish People’s Party,NA,renamed,1,1951,1965,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14420,1945,1991,LKP,Liberaalinen Kansanpuolue,Liberal People’s Party,NA,renamed,2,1966,1991,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14430,1995,1995,NSP,Nuorsuomalainen Puolue,Young Finnish Party,NA,NA,0,1995,1995,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14440,2019,2019,NA,Liike Nyt,Movement Now,NA,NA,0,2019,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14620,NA,NA
14,Finland,14520,1970,2019,SKL,Suomen Kristillinen Liitto,Finnish Christian Union,NA,NA,0,1970,2000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14520,1970,2019,KD,Suomen Kristillisdemokraatit,Christian Democrats in Finland,NA,renamed,1,2001,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14620,1945,2019,KK,Kansallinen Kokoomus,National Coalition,NA,NA,0,1945,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14810,1945,2019,Maal,Maalaisliitto,Agrarian Union,NA,NA,0,1945,1964,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14810,1945,2019,KESK,Keskustapuolue,Centre Party,NA,renamed,1,1965,1987,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14810,1945,2019,SK,Suomen Keskusta,Finnish Centre,NA,renamed,2,1988,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14820,1966,2019,SPP,Suomen Pientalonpoiken Puolue,Finnish Smallholders’ Party,NA,NA,0,1966,1969,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14820,1966,2019,SMP,Soumen Maaseudun Puolue,Finnish Rural Party,NA,renamed,1,1970,1997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14820,1966,2019,PS,Perussuomalaiset,True Finns,NA,renamed,2,1998,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Finland,14901,1945,2019,RKP/SFP,Ruotsalainen Kansanpuolue/Svenska Folkpartiet,Swedish People’s Party,NA,NA,0,1945,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Iceland,15111,1999,2021,VGF,Vinstrihreyfing - Grænt Framboð,Left Green Movement,NA,NA,0,1999,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Iceland,15220,1946,1995,So,Sósíalistaflokkurinn,United Socialist Party,NA,NA,0,1946,1955,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Iceland,15220,1946,1995,Ab,Alþýðubandalagið,People’s Alliance,NA,renamed,1,1956,1995,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Iceland,15320,1946,1995,A,Alþýðuflokkurinn,Social Democratic Party,NA,NA,0,1946,1995,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Iceland,15321,1983,1983,BJ,Bandalag Jafnaðarmanna,Social Democratic Federation,NA,NA,0,1983,1983,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Iceland,15322,1967,1974,SFVM,Samtök Frjálslyndra og Vinstri Manna,Union of Liberals and Leftists,NA,NA,0,1967,1974,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Iceland,15323,1995,1995,TfFf,Þjóðvaki - Hreyfing Fólksins,Awakening of the Nation,NA,NA,0,1995,1995,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Iceland,15328,1999,2021,S,Samfylkingin,The Alliance,NA,NA,0,1999,1999,1,NA,15220,15320,15951,15323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Iceland,15328,1999,2021,S,Samfylkingin,The Alliance,NA,alliance merged into party,1,2000,2008,0,NA,15220,15320,15951,15323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
